,formulaA,formulaB,formulaA_elements_AtomicVolume,formulaB_elements_AtomicVolume,formulaA_elements_AtomicWeight,formulaB_elements_AtomicWeight,formulaA_elements_BoilingT,formulaB_elements_BoilingT,formulaA_elements_BulkModulus,formulaB_elements_BulkModulus,formulaA_elements_Column,formulaB_elements_Column,formulaA_elements_CovalentRadius,formulaB_elements_CovalentRadius,formulaA_elements_Density,formulaB_elements_Density,formulaA_elements_ElectronSurfaceDensityWS,formulaB_elements_ElectronSurfaceDensityWS,formulaA_elements_Electronegativity,formulaB_elements_Electronegativity,formulaA_elements_FirstIonizationEnergy,formulaB_elements_FirstIonizationEnergy,formulaA_elements_GSbandgap,formulaB_elements_GSbandgap,formulaA_elements_GSenergy_pa,formulaB_elements_GSenergy_pa,formulaA_elements_GSestBCClatcnt,formulaB_elements_GSestBCClatcnt,formulaA_elements_GSestFCClatcnt,formulaB_elements_GSestFCClatcnt,formulaA_elements_GSmagmom,formulaB_elements_GSmagmom,formulaA_elements_GSvolume_pa,formulaB_elements_GSvolume_pa,formulaA_elements_HHIp,formulaB_elements_HHIp,formulaA_elements_HHIr,formulaB_elements_HHIr,formulaA_elements_HeatCapacityMass,formulaB_elements_HeatCapacityMass,formulaA_elements_HeatCapacityMolar,formulaB_elements_HeatCapacityMolar,formulaA_elements_HeatFusion,formulaB_elements_HeatFusion,formulaA_elements_ICSDVolume,formulaB_elements_ICSDVolume,formulaA_elements_IsAlkali,formulaB_elements_IsAlkali,formulaA_elements_IsDBlock,formulaB_elements_IsDBlock,formulaA_elements_IsFBlock,formulaB_elements_IsFBlock,formulaA_elements_IsMetal,formulaB_elements_IsMetal,formulaA_elements_IsMetalloid,formulaB_elements_IsMetalloid,formulaA_elements_IsNonmetal,formulaB_elements_IsNonmetal,formulaA_elements_MeltingT,formulaB_elements_MeltingT,formulaA_elements_MendeleevNumber,formulaB_elements_MendeleevNumber,formulaA_elements_MiracleRadius,formulaB_elements_MiracleRadius,formulaA_elements_NUnfilled,formulaB_elements_NUnfilled,formulaA_elements_NValance,formulaB_elements_NValance,formulaA_elements_NdUnfilled,formulaB_elements_NdUnfilled,formulaA_elements_NdValence,formulaB_elements_NdValence,formulaA_elements_NfUnfilled,formulaB_elements_NfUnfilled,formulaA_elements_NfValence,formulaB_elements_NfValence,formulaA_elements_NpUnfilled,formulaB_elements_NpUnfilled,formulaA_elements_NpValence,formulaB_elements_NpValence,formulaA_elements_NsUnfilled,formulaB_elements_NsUnfilled,formulaA_elements_NsValence,formulaB_elements_NsValence,formulaA_elements_Number,formulaB_elements_Number,formulaA_elements_Polarizability,formulaB_elements_Polarizability,formulaA_elements_Row,formulaB_elements_Row,formulaA_elements_ShearModulus,formulaB_elements_ShearModulus,formulaA_elements_SpaceGroupNumber,formulaB_elements_SpaceGroupNumber,avg_coordination_A,avg_coordination_B,avg_nearest_neighbor_distance_A,avg_nearest_neighbor_distance_B,stabilityVec
1411,Au,Ni,16.94706362,10.94128444,196.966569,58.6934,3129.0,3186.0,220.0,180.0,11,10,136,124,19300.0,8908.0,1.57,1.75,2.54,1.91,9.225530000000001,7.6398,0.0,0.0,-3.20969261,-5.54632457,3.2204420519999997,2.74306794,4.0575027310000005,3.456049039,0.0,0.5953946999999999,16.7,10.32,1100,1000,1000,1500,0.129,0.444,25.418000000000003,26.07,12.55,17.48,16.96,10.86,0,0,1,1,0,0,1,1,0,0,0,0,1337.33,1728.0,66,61,143,126,1,2,25,10,0,2,10,8,0,0,14,0,0,0,0,0,1,0,1,2,79,28,5.8,6.8,6,4,27.0,76.0,225,225,12.0,12.0,2.94955,2.4805599999999997,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
1412,Ni,B,10.94128444,7.297767265,58.6934,10.811,3186.0,4273.0,180.0,320.0,10,13,124,84,8908.0,2460.0,1.75,1.75,1.91,2.04,7.6398,8.29802,0.0,1.524,-5.54632457,-6.677698154,2.74306794,2.429779429,3.456049039,3.0613302489999996,0.5953946999999999,0.0,10.32,7.1725,1000,2900,1500,2000,0.444,1.026,26.07,11.087,17.48,50.2,10.86,7.75,0,0,1,0,0,0,1,0,0,1,0,0,1728.0,2348.0,61,72,126,88,2,5,10,3,2,0,8,0,0,0,0,0,0,5,0,1,0,0,2,2,28,5,6.8,3.03,4,2,76.0,0.0,225,166,12.0,5.5,2.4805599999999997,1.7253599999999998,"[1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0]"
1413,Ba,Ni,64.96928167,10.94128444,137.327,58.6934,2143.0,3186.0,9.6,180.0,2,10,215,124,3510.0,8908.0,0.81,1.75,0.89,1.91,5.211664,7.6398,0.0,0.0,-1.92352226,-5.54632457,5.028899311,2.74306794,6.336016099999999,3.456049039,0.0,0.5953946999999999,63.59,10.32,3000,1000,2300,1500,0.204,0.444,28.07,26.07,7.12,17.48,62.88,10.86,1,0,0,1,0,0,1,1,0,0,0,0,1000.0,1728.0,9,61,223,126,0,2,2,10,0,2,0,8,0,0,0,0,0,0,0,0,0,0,2,2,56,28,39.7,6.8,6,4,4.9,76.0,229,225,8.0,12.0,4.35637,2.4805599999999997,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
1414,Ni,C,10.94128444,8.825089715,58.6934,12.0107,3186.0,4300.0,180.0,33.0,10,14,124,76,8908.0,2260.0,1.75,1.77,1.91,2.55,7.6398,11.2603,0.0,4.496,-5.54632457,-9.209713655,2.74306794,2.242692341,3.456049039,2.825615289,0.5953946999999999,0.0,10.32,5.64,1000,500,1500,500,0.444,0.7090000000000001,26.07,8.517000000000001,17.48,117.4,10.86,5.67,0,0,1,0,0,0,1,0,0,0,0,1,1728.0,3823.0,61,77,126,77,2,4,10,4,2,0,8,0,0,0,0,0,0,4,0,2,0,0,2,2,28,6,6.8,1.67,4,2,76.0,0.0,225,194,12.0,3.0,2.4805599999999997,1.4240899999999999,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
1415,Ca,Ni,42.9371873,10.94128444,40.078,58.6934,1757.0,3186.0,17.0,180.0,2,10,176,124,1550.0,8908.0,0.91,1.75,1.0,1.91,6.11316,7.6398,0.0,0.0,-1.948329565,-5.54632457,4.2272603239999995,2.74306794,5.3260142660000005,3.456049039,0.0,0.5953946999999999,37.77,10.32,3900,1000,1500,1500,0.647,0.444,25.929000000000002,26.07,8.54,17.48,44.19,10.86,1,0,0,1,0,0,1,1,0,0,0,0,1115.0,1728.0,7,61,201,126,0,2,2,10,0,2,0,8,0,0,0,0,0,0,0,0,0,0,2,2,20,28,25.73333333,6.8,4,4,7.4,76.0,225,225,12.0,12.0,3.89661,2.4805599999999997,"[1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
1416,Cr,Ni,12.09293747,10.94128444,51.9961,58.6934,2944.0,3186.0,160.0,180.0,6,10,139,124,7140.0,8908.0,1.73,1.75,1.66,1.91,6.76651,7.6398,0.0,0.0,-9.50571654,-5.54632457,2.8180802789999997,2.74306794,3.550558664,3.456049039,0.0,0.5953946999999999,11.19,10.32,3100,1000,4100,1500,0.449,0.444,23.35,26.07,21.0,17.48,12.01,10.86,0,0,1,1,0,0,1,1,0,0,0,0,2180.0,1728.0,49,61,130,126,6,2,6,10,5,2,5,8,0,0,0,0,0,0,0,0,1,0,1,2,24,28,11.6,6.8,4,4,115.0,76.0,229,225,8.0,12.0,2.46785,2.4805599999999997,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
1417,Dy,Ni,31.55699985,10.94128444,162.5,58.6934,2840.0,3186.0,41.0,180.0,3,10,192,124,8551.0,8908.0,1.22,1.75,1.22,1.91,5.9389,7.6398,0.0,0.0,-4.601554453,-5.54632457,3.9680792780000003,2.74306794,4.99946661,3.456049039,0.0,0.5953946999999999,31.24,10.32,9500,1000,3100,1500,0.17300000000000001,0.444,28.16,26.07,11.35,17.48,31.6,10.86,0,0,0,1,1,0,1,1,0,0,0,0,1685.0,1728.0,31,61,175,126,4,2,12,10,0,2,0,8,4,0,10,0,0,0,0,0,0,0,2,2,66,28,24.5,6.8,6,4,25.0,76.0,194,225,12.0,12.0,3.52006,2.4805599999999997,"[1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0]"
1418,Fe,Ni,11.77736497,10.94128444,55.845,58.6934,3134.0,3186.0,170.0,180.0,8,10,132,124,7874.0,8908.0,1.77,1.75,1.83,1.91,7.9024,7.6398,0.0,0.0,-8.28548436,-5.54632457,2.7789233789999996,2.74306794,3.501224062,3.456049039,2.1106627999999996,0.5953946999999999,10.73,10.32,2400,1000,1400,1500,0.449,0.444,25.1,26.07,13.81,17.48,11.78,10.86,0,0,1,1,0,0,1,1,0,0,0,0,1811.0,1728.0,55,61,125,126,4,2,8,10,4,2,6,8,0,0,0,0,0,0,0,0,0,0,2,2,26,28,8.4,6.8,4,4,82.0,76.0,229,225,8.0,12.0,2.46654,2.4805599999999997,"[1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
1419,Ge,Ni,22.66097638,10.94128444,72.64,58.6934,3093.0,3186.0,0.0,180.0,14,10,120,124,5323.0,8908.0,1.37,1.75,2.01,1.91,7.899430000000001,7.6398,0.38299999999999995,0.0,-4.616039545,-5.54632457,3.583307493,2.74306794,4.514684539,3.456049039,0.0,0.5953946999999999,23.005,10.32,5300,1000,1900,1500,0.32,0.444,23.221999999999998,26.07,36.94,17.48,22.23,10.86,0,0,0,1,0,0,0,1,1,0,0,0,1211.4,1728.0,79,61,114,126,4,2,14,10,0,2,10,8,0,0,0,0,4,0,2,0,0,0,2,2,32,28,5.84,6.8,4,4,0.0,76.0,225,225,4.0,12.0,2.49539,2.4805599999999997,"[1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
1420,In,Ni,26.08265816,10.94128444,114.818,58.6934,2345.0,3186.0,0.0,180.0,13,10,142,124,7310.0,8908.0,1.17,1.75,1.78,1.91,5.78636,7.6398,0.0,0.0,-2.66680196,-5.54632457,3.647317727,2.74306794,4.595332378999999,3.456049039,0.0,0.5953946999999999,24.26,10.32,3300,1000,2000,1500,0.233,0.444,26.74,26.07,3.2910000000000004,17.48,26.14,10.86,0,0,0,1,0,0,1,1,0,0,0,0,429.75,1728.0,75,61,155,126,5,2,13,10,0,2,10,8,0,0,0,0,5,0,1,0,0,0,2,2,49,28,9.65,6.8,5,4,0.0,76.0,139,225,12.0,12.0,3.33944,2.4805599999999997,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0]"
1421,Ir,Ni,14.14855047,10.94128444,192.217,58.6934,4701.0,3186.0,320.0,180.0,9,10,141,124,22560.0,8908.0,1.83,1.75,2.2,1.91,8.96702,7.6398,0.0,0.0,-8.84851145,-5.54632457,3.051696628,2.74306794,3.84489682,3.456049039,0.0,0.5953946999999999,14.21,10.32,5500,1000,9100,1500,0.131,0.444,25.1,26.07,41.12,17.48,13.88,10.86,0,0,1,1,0,0,1,1,0,0,0,0,2739.0,1728.0,60,61,136,126,3,2,23,10,3,2,7,8,0,0,14,0,0,0,0,0,0,0,2,2,77,28,7.6,6.8,6,4,210.0,76.0,225,225,12.0,12.0,2.74055,2.4805599999999997,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
1422,Kr,Ni,37107.494739999995,10.94128444,83.79799999999999,58.6934,119.78,3186.0,0.0,180.0,18,10,116,124,3.75,8908.0,0.0,1.75,3.0,1.91,13.99961,7.6398,7.535,0.0,0.08753524,-5.54632457,4.162477568,2.74306794,5.244393107,3.456049039,0.0,0.5953946999999999,36.06,10.32,0,1000,0,1500,0.248,0.444,20.785999999999998,26.07,1.1640000000000001,17.48,44.81,10.86,0,0,0,1,0,0,0,1,0,0,1,0,115.79,1728.0,101,61,0,126,0,2,18,10,0,2,10,8,0,0,0,0,0,0,6,0,0,0,2,2,36,28,2.4844,6.8,4,4,0.0,76.0,225,225,12.0,12.0,4.5936900000000005,2.4805599999999997,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
1423,Lu,Ni,29.52403191,10.94128444,174.9668,58.6934,3675.0,3186.0,48.0,180.0,3,10,187,124,9841.0,8908.0,1.24,1.75,1.27,1.91,5.42586,7.6398,0.0,0.0,-4.52300002,-5.54632457,3.8648607630000003,2.74306794,4.869419431,3.456049039,0.0022471,0.5953946999999999,28.865,10.32,9500,1000,3100,1500,0.154,0.444,26.86,26.07,18.65,17.48,29.52,10.86,0,0,1,1,1,0,1,1,0,0,0,0,1936.0,1728.0,41,61,175,126,9,2,17,10,9,2,1,8,0,0,14,0,0,0,0,0,0,0,2,2,71,28,21.9,6.8,6,4,27.0,76.0,194,225,12.0,12.0,3.40931,2.4805599999999997,"[1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
1424,Mn,Ni,12.21270447,10.94128444,54.938044999999995,58.6934,2334.0,3186.0,120.0,180.0,7,10,139,124,7470.0,8908.0,1.61,1.75,1.55,1.91,7.434019999999999,7.6398,0.0,0.0,-9.02056525,-5.54632457,2.757836487,2.74306794,3.474656242,3.456049039,0.00031,0.5953946999999999,10.48758621,10.32,1600,1000,1800,1500,0.479,0.444,26.32,26.07,12.91,17.48,12.2,10.86,0,0,1,1,0,0,1,1,0,0,0,0,1519.0,1728.0,52,61,132,126,5,2,7,10,5,2,5,8,0,0,0,0,0,0,0,0,0,0,2,2,25,28,9.4,6.8,4,4,78.0,76.0,217,225,5.24138,12.0,2.27619,2.4805599999999997,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
1425,Mo,Ni,15.50088069,10.94128444,95.96,58.6934,4912.0,3186.0,230.0,180.0,6,10,154,124,10280.0,8908.0,1.77,1.75,2.16,1.91,7.09243,7.6398,0.0,0.0,-10.84610777,-5.54632457,3.154164308,2.74306794,3.973998007,3.456049039,0.0,0.5953946999999999,15.69,10.32,2400,1000,5300,1500,0.251,0.444,24.06,26.07,37.48,17.48,15.59,10.86,0,0,1,1,0,0,1,1,0,0,0,0,2896.0,1728.0,50,61,139,126,6,2,6,10,5,2,5,8,0,0,0,0,0,0,0,0,1,0,1,2,42,28,12.8,6.8,5,4,20.0,76.0,229,225,8.0,12.0,2.74324,2.4805599999999997,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
1426,Nd,Ni,34.16905488,10.94128444,144.24200000000002,58.6934,3373.0,3186.0,32.0,180.0,3,10,201,124,7010.0,8908.0,1.2,1.75,1.14,1.91,5.525,7.6398,0.0,0.0,-4.76235134,-5.54632457,4.1138142,2.74306794,5.183081107,3.456049039,0.0,0.5953946999999999,34.81,10.32,9500,1000,3100,1500,0.19,0.444,27.45,26.07,7.14,17.48,34.2,10.86,0,0,0,1,1,0,1,1,0,0,0,0,1294.0,1728.0,19,61,182,126,10,2,6,10,0,2,0,8,10,0,4,0,0,0,0,0,0,0,2,2,60,28,31.4,6.8,6,4,16.0,76.0,194,225,12.0,12.0,3.6671,2.4805599999999997,"[1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
1427,Np,Ni,19.24483901,10.94128444,237.0,58.6934,4273.0,3186.0,0.0,180.0,3,10,190,124,20450.0,8908.0,0.0,1.75,1.36,1.91,6.2657,7.6398,0.0,0.0,-12.94031436,-5.54632457,3.329442683,2.74306794,4.194834921,3.456049039,0.0,0.5953946999999999,18.45375,10.32,0,1000,0,1500,0.0,0.444,0.0,26.07,3.2,17.48,19.22,10.86,0,0,0,1,1,0,1,1,0,0,0,0,917.0,1728.0,22,61,175,126,19,2,7,10,9,2,1,8,10,0,4,0,0,0,0,0,0,0,2,2,93,28,24.8,6.8,7,4,0.0,76.0,62,225,4.0,12.0,2.4862599999999997,2.4805599999999997,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
1428,P,Ni,28.21412182,10.94128444,30.973762,58.6934,553.5,3186.0,11.0,180.0,15,10,107,124,1823.0,8908.0,1.65,1.75,2.19,1.91,10.48669,7.6398,1.625,0.0,-5.400509043,-5.54632457,3.560590636,2.74306794,4.486063093,3.456049039,0.0,0.5953946999999999,22.5702381,10.32,2000,1000,5100,1500,0.769,0.444,23.824,26.07,18.54,17.48,18.99,10.86,0,0,0,1,0,0,0,1,0,0,1,0,317.3,1728.0,83,61,102,126,3,2,5,10,0,2,0,8,0,0,0,0,3,0,3,0,0,0,2,2,15,28,3.63,6.8,3,4,0.0,76.0,2,225,3.0,12.0,2.2137700000000002,2.4805599999999997,"[1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]"
1429,Pb,Ni,30.34142301,10.94128444,207.2,58.6934,2022.0,3186.0,46.0,180.0,14,10,146,124,11340.0,8908.0,1.15,1.75,2.33,1.91,7.4166300000000005,7.6398,0.0,0.0,-3.62902961,-5.54632457,3.830865877,2.74306794,4.826588558,3.456049039,0.0,0.5953946999999999,28.11,10.32,2700,1000,1800,1500,0.13,0.444,24.7,26.07,4.774,17.48,30.32,10.86,0,0,0,1,0,0,1,1,0,0,0,0,600.61,1728.0,81,61,174,126,4,2,28,10,0,2,10,8,0,0,14,0,4,0,2,0,0,0,2,2,82,28,6.995,6.8,6,4,5.6,76.0,225,225,12.0,12.0,3.5745400000000003,2.4805599999999997,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
1430,Pt,Ni,15.36046351,10.94128444,195.084,58.6934,4098.0,3186.0,230.0,180.0,10,10,136,124,21090.0,8908.0,1.78,1.75,2.28,1.91,8.9588,7.6398,0.0,0.0,-6.02850968,-5.54632457,3.108612885,2.74306794,3.91660681,3.456049039,0.0,0.5953946999999999,15.02,10.32,5500,1000,9100,1500,0.133,0.444,25.86,26.07,22.175,17.48,15.1,10.86,0,0,1,1,0,0,1,1,0,0,0,0,2041.4,1728.0,63,61,139,126,2,2,24,10,1,2,9,8,0,0,14,0,0,0,0,0,1,0,1,2,78,28,6.5,6.8,6,4,61.0,76.0,225,225,12.0,12.0,2.812,2.4805599999999997,"[1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
1431,Rb,Ni,92.64095185,10.94128444,85.4678,58.6934,961.0,3186.0,2.5,180.0,1,10,220,124,1532.0,8908.0,0.6,1.75,0.82,1.91,4.177128,7.6398,0.0,0.0,-0.963335025,-5.54632457,5.661284779,2.74306794,7.132771862,3.456049039,0.0,0.5953946999999999,90.7225,10.32,6000,1000,6000,1500,0.363,0.444,31.06,26.07,2.19,17.48,93.09,10.86,1,0,0,1,0,0,1,1,0,0,0,0,312.46,1728.0,4,61,244,126,1,2,1,10,0,2,0,8,0,0,0,0,0,0,0,0,1,0,1,2,37,28,47.27,6.8,5,4,0.0,76.0,229,225,8.0,12.0,4.89764,2.4805599999999997,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
1432,Re,Ni,14.71033423,10.94128444,186.207,58.6934,5869.0,3186.0,370.0,180.0,7,10,151,124,21020.0,8908.0,1.85,1.75,1.9,1.91,7.83352,7.6398,0.0,0.0,-12.41702777,-5.54632457,3.083225384,2.74306794,3.884620563,3.456049039,0.0,0.5953946999999999,14.655,10.32,3300,1000,3300,1500,0.13699999999999998,0.444,25.48,26.07,34.08,17.48,14.71,10.86,0,0,1,1,0,0,1,1,0,0,0,0,3459.0,1728.0,54,61,137,126,5,2,21,10,5,2,5,8,0,0,14,0,0,0,0,0,0,0,2,2,75,28,9.7,6.8,6,4,178.0,76.0,194,225,12.0,12.0,2.7629900000000003,2.4805599999999997,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]"
1433,Rh,Ni,13.72550981,10.94128444,102.9055,58.6934,3968.0,3186.0,380.0,180.0,9,10,142,124,12450.0,8908.0,1.76,1.75,2.28,1.91,7.4589,7.6398,0.0,0.0,-7.25364552,-5.54632457,3.010334727,2.74306794,3.79278409,3.456049039,0.0,0.5953946999999999,13.64,10.32,3200,1000,8000,1500,0.243,0.444,24.98,26.07,26.59,17.48,11.58,10.86,0,0,1,1,0,0,1,1,0,0,0,0,2237.0,1728.0,59,61,132,126,3,2,9,10,2,2,8,8,0,0,0,0,0,0,0,0,1,0,1,2,45,28,8.6,6.8,5,4,150.0,76.0,225,225,12.0,12.0,2.72142,2.4805599999999997,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
1434,Sc,Ni,25.00931092,10.94128444,44.955912,58.6934,3103.0,3186.0,57.0,180.0,3,10,170,124,2985.0,8908.0,1.27,1.75,1.36,1.91,6.561489999999999,7.6398,0.0,0.0,-6.28551309,-5.54632457,3.5428740210000003,2.74306794,4.463741557,3.456049039,6.35e-06,0.5953946999999999,22.235,10.32,5500,1000,4500,1500,0.568,0.444,25.52,26.07,14.1,17.48,24.96,10.86,0,0,1,1,0,0,1,1,0,0,0,0,1814.0,1728.0,11,61,162,126,9,2,3,10,9,2,1,8,0,0,0,0,0,0,0,0,0,0,2,2,21,28,17.8,6.8,4,4,29.0,76.0,194,225,12.0,12.0,3.21375,2.4805599999999997,"[1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0]"
1435,Sm,Ni,33.95681901,10.94128444,150.36,58.6934,2076.0,3186.0,38.0,180.0,3,10,198,124,7353.0,8908.0,1.21,1.75,1.17,1.91,5.6437,7.6398,0.0,0.0,-4.713379635,-5.54632457,4.050607032,2.74306794,5.103445064,3.456049039,0.0,0.5953946999999999,33.23,10.32,9500,1000,3100,1500,0.196,0.444,29.54,26.07,8.62,17.48,33.14,10.86,0,0,0,1,1,0,1,1,0,0,0,0,1345.0,1728.0,23,61,185,126,8,2,8,10,0,2,0,8,8,0,6,0,0,0,0,0,0,0,2,2,62,28,28.8,6.8,6,4,20.0,76.0,166,225,12.0,12.0,3.61456,2.4805599999999997,"[1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
1436,Sr,Ni,55.32313078,10.94128444,87.62,58.6934,1655.0,3186.0,0.0,180.0,2,10,195,124,2630.0,8908.0,0.84,1.75,0.95,1.91,5.69485,7.6398,0.0,0.0,-1.6828136000000002,-5.54632457,4.768954732,2.74306794,6.008506453,3.456049039,0.0,0.5953946999999999,54.23,10.32,4200,1000,3000,1500,0.306,0.444,26.79,26.07,7.43,17.48,56.08,10.86,1,0,0,1,0,0,1,1,0,0,0,0,1050.0,1728.0,8,61,212,126,0,2,2,10,0,2,0,8,0,0,0,0,0,0,0,0,0,0,2,2,38,28,25.55,6.8,5,4,6.1,76.0,225,225,12.0,12.0,4.26546,2.4805599999999997,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
1437,Tc,Ni,14.15101151,10.94128444,98.0,58.6934,4538.0,3186.0,0.0,180.0,7,10,147,124,11500.0,8908.0,1.81,1.75,1.9,1.91,7.28,7.6398,0.0,0.0,-10.355151199999998,-5.54632457,3.057056135,2.74306794,3.851649375,3.456049039,0.0,0.5953946999999999,14.285,10.32,0,1000,0,1500,0.0,0.444,0.0,26.07,33.29,17.48,14.22,10.86,0,0,1,1,0,0,1,1,0,0,0,0,2430.0,1728.0,53,61,136,126,5,2,7,10,5,2,5,8,0,0,0,0,0,0,0,0,0,0,2,2,43,28,11.4,6.8,5,4,0.0,76.0,194,225,12.0,12.0,2.72536,2.4805599999999997,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]"
1438,V,Ni,13.84489822,10.94128444,50.9415,58.6934,3680.0,3186.0,160.0,180.0,5,10,153,124,6110.0,8908.0,1.64,1.75,1.63,1.91,6.7461899999999995,7.6398,0.0,0.0,-8.93926069,-5.54632457,2.963255488,2.74306794,3.733467966,3.456049039,0.0,0.5953946999999999,13.01,10.32,3300,1000,3400,1500,0.489,0.444,24.89,26.07,21.5,17.48,13.88,10.86,0,0,1,1,0,0,1,1,0,0,0,0,2183.0,1728.0,46,61,134,126,7,2,5,10,7,2,3,8,0,0,0,0,0,0,0,0,0,0,2,2,23,28,12.4,6.8,4,4,47.0,76.0,229,225,8.0,12.0,2.59229,2.4805599999999997,"[1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]"
1439,W,Ni,15.85873442,10.94128444,183.84,58.6934,5828.0,3186.0,310.0,180.0,6,10,162,124,19250.0,8908.0,1.81,1.75,2.36,1.91,7.8640300000000005,7.6398,0.0,0.0,-12.95880062,-5.54632457,3.1781057510000004,2.74306794,4.004162334,3.456049039,0.0,0.5953946999999999,16.05,10.32,7000,1000,4300,1500,0.132,0.444,24.27,26.07,52.31,17.48,15.85,10.86,0,0,1,1,0,0,1,1,0,0,0,0,3695.0,1728.0,51,61,135,126,6,2,20,10,6,2,4,8,0,0,14,0,0,0,0,0,0,0,2,2,74,28,11.1,6.8,6,4,161.0,76.0,229,225,8.0,12.0,2.76038,2.4805599999999997,"[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
1440,Xe,Ni,36952.92402,10.94128444,131.293,58.6934,165.0,3186.0,0.0,180.0,18,10,140,124,5.9,8908.0,0.0,1.75,2.6,1.91,12.12984,7.6398,6.456,0.0,0.04873128,-5.54632457,4.751892136,2.74306794,5.987008929,3.456049039,0.0,0.5953946999999999,53.65,10.32,0,1000,0,1500,0.158,0.444,20.785999999999998,26.07,2.27,17.48,57.83,10.86,0,0,0,1,0,0,0,1,0,0,1,0,161.3,1728.0,102,61,0,126,0,2,18,10,0,2,10,8,0,0,0,0,0,0,6,0,0,0,2,2,54,28,4.044,6.8,5,4,0.0,76.0,225,225,12.0,12.0,4.85032,2.4805599999999997,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
1441,Yb,Ni,43.73967194,10.94128444,173.054,58.6934,1469.0,3186.0,31.0,180.0,3,10,187,124,6570.0,8908.0,0.92,1.75,1.26,1.91,6.25416,7.6398,0.0,0.0,-1.47410408,-5.54632457,4.0864514110000005,2.74306794,5.148606152,3.456049039,0.0,0.5953946999999999,34.12,10.32,9500,1000,3100,1500,0.155,0.444,26.74,26.07,7.66,17.48,41.17,10.86,0,0,0,1,1,0,1,1,0,0,0,0,1092.0,1728.0,39,61,190,126,0,2,16,10,0,2,0,8,0,0,14,0,0,0,0,0,0,0,2,2,70,28,20.9,6.8,6,4,9.9,76.0,225,225,12.0,12.0,3.8532,2.4805599999999997,"[1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
